Reporter Countries;Partner Countries;Element;Y2017
Antigua and Barbuda;China, Hong Kong SAR;Import Quantity;1.0
Antigua and Barbuda;China, Macao SAR;Import Quantity;0.0
Antigua and Barbuda;China, Taiwan Province of;Import Quantity;13.0
Antigua and Barbuda;China, mainland;Import Quantity;218.0
Antigua and Barbuda;Colombia;Import Quantity;417.0
Antigua and Barbuda;Costa Rica;Import Quantity;204.0
Antigua and Barbuda;Cuba;Import Quantity;10.0
Antigua and Barbuda;Cyprus;Import Quantity;537.0
Antigua and Barbuda;Democratic People's Republic of Korea;Import Quantity;12.0
Antigua and Barbuda;Denmark;Import Quantity;176.0
Antigua and Barbuda;Dominica;Export Quantity;3.0
Antigua and Barbuda;Dominica;Import Quantity;656.0
Antigua and Barbuda;Dominican Republic;Export Quantity;4.0
Antigua and Barbuda;Dominican Republic;Import Quantity;986.0
Antigua and Barbuda;Ecuador;Import Quantity;5.0
Antigua and Barbuda;El Salvador;Import Quantity;0.0
Antigua and Barbuda;Estonia;Import Quantity;21.0
Antigua and Barbuda;Eswatini;Import Quantity;0.0
Antigua and Barbuda;Ethiopia;Import Quantity;43.0
Antigua and Barbuda;Fiji;Import Quantity;57.0
Antigua and Barbuda;Finland;Import Quantity;0.0
Antigua and Barbuda;France;Export Quantity;6.0
Antigua and Barbuda;France;Import Quantity;1134.0
Antigua and Barbuda;Gabon;Import Quantity;16.0
Antigua and Barbuda;Gambia;Import Quantity;3.0
Antigua and Barbuda;Germany;Export Quantity;7.0
Antigua and Barbuda;Germany;Import Quantity;304.0
Antigua and Barbuda;Greece;Import Quantity;0.0
Antigua and Barbuda;Grenada;Import Quantity;2112.0
Antigua and Barbuda;Guam;Import Quantity;11.0
Antigua and Barbuda;Guatemala;Import Quantity;1343.0
Antigua and Barbuda;Guyana;Export Quantity;0.0
Antigua and Barbuda;Guyana;Import Quantity;2298.0
Antigua and Barbuda;Honduras;Import Quantity;365.0
Antigua and Barbuda;Hungary;Import Quantity;3.0
Antigua and Barbuda;Iceland;Import Quantity;1.0
Antigua and Barbuda;India;Import Quantity;13.0
Antigua and Barbuda;Indonesia;Import Quantity;3.0
Antigua and Barbuda;Iran (Islamic Republic of);Import Quantity;0.0
Antigua and Barbuda;Ireland;Import Quantity;37.0
Antigua and Barbuda;Israel;Import Quantity;2.0
Antigua and Barbuda;Italy;Export Quantity;2.0
Antigua and Barbuda;Italy;Import Quantity;722.0
Antigua and Barbuda;Jamaica;Export Quantity;0.0
Antigua and Barbuda;Jamaica;Import Quantity;4272.0
Antigua and Barbuda;Japan;Import Quantity;5.0
Antigua and Barbuda;Kenya;Import Quantity;0.0
Antigua and Barbuda;Latvia;Import Quantity;1.0
Antigua and Barbuda;Lithuania;Import Quantity;1.0
Antigua and Barbuda;Luxembourg;Import Quantity;19.0
Antigua and Barbuda;Malaysia;Import Quantity;409.0
Antigua and Barbuda;Mali;Import Quantity;74.0
Antigua and Barbuda;Mexico;Import Quantity;588.0
Antigua and Barbuda;Montserrat;Export Quantity;75.0
Antigua and Barbuda;Montserrat;Import Quantity;27.0
Antigua and Barbuda;Morocco;Import Quantity;0.0
Antigua and Barbuda;Netherlands;Export Quantity;298.0
Antigua and Barbuda;Netherlands;Import Quantity;2202.0
Antigua and Barbuda;Netherlands Antilles (former);Export Quantity;69.0
Antigua and Barbuda;Netherlands Antilles (former);Import Quantity;0.0
Antigua and Barbuda;New Caledonia;Import Quantity;0.0
Antigua and Barbuda;New Zealand;Import Quantity;91.0
Antigua and Barbuda;Nicaragua;Import Quantity;0.0
Antigua and Barbuda;Niger;Import Quantity;0.0
Antigua and Barbuda;Nigeria;Import Quantity;0.0
Antigua and Barbuda;Pakistan;Import Quantity;3.0
Antigua and Barbuda;Palau;Import Quantity;2.0
Antigua and Barbuda;Panama;Import Quantity;2460.0
Antigua and Barbuda;Paraguay;Import Quantity;0.0
Antigua and Barbuda;Peru;Import Quantity;519.0
Antigua and Barbuda;Philippines;Import Quantity;9.0
Antigua and Barbuda;Pitcairn Islands;Import Quantity;5.0
Antigua and Barbuda;Poland;Import Quantity;3.0
Antigua and Barbuda;Portugal;Import Quantity;0.0
Antigua and Barbuda;Republic of Korea;Import Quantity;8.0
Antigua and Barbuda;Romania;Import Quantity;0.0
Antigua and Barbuda;Russian Federation;Import Quantity;0.0
Antigua and Barbuda;Saint Kitts and Nevis;Export Quantity;114.0
Antigua and Barbuda;Saint Kitts and Nevis;Import Quantity;361.0
Antigua and Barbuda;Saint Lucia;Export Quantity;190.0
Antigua and Barbuda;Saint Lucia;Import Quantity;2096.0
Antigua and Barbuda;Saint Vincent and the Grenadines;Export Quantity;14.0
Antigua and Barbuda;Saint Vincent and the Grenadines;Import Quantity;6540.0
Antigua and Barbuda;San Marino;Import Quantity;0.0
Antigua and Barbuda;Sao Tome and Principe;Import Quantity;0.0
Antigua and Barbuda;Saudi Arabia;Import Quantity;1.0
Antigua and Barbuda;Senegal;Import Quantity;0.0
Antigua and Barbuda;Serbia;Import Quantity;7.0
Antigua and Barbuda;Singapore;Import Quantity;0.0
Antigua and Barbuda;Slovakia;Import Quantity;0.0
Antigua and Barbuda;South Africa;Import Quantity;67.0
Antigua and Barbuda;Spain;Export Quantity;0.0
Antigua and Barbuda;Spain;Import Quantity;179.0
Antigua and Barbuda;Sri Lanka;Import Quantity;1.0
Antigua and Barbuda;Sudan;Import Quantity;0.0
Antigua and Barbuda;Suriname;Import Quantity;0.0
Antigua and Barbuda;Sweden;Import Quantity;23.0
Antigua and Barbuda;Switzerland;Import Quantity;7.0
Antigua and Barbuda;Thailand;Import Quantity;77.0
Antigua and Barbuda;Tokelau;Import Quantity;0.0
Antigua and Barbuda;Trinidad and Tobago;Export Quantity;12.0
Antigua and Barbuda;Trinidad and Tobago;Import Quantity;8092.0
Antigua and Barbuda;Turkey;Import Quantity;109.0
Antigua and Barbuda;Turks and Caicos Islands;Import Quantity;0.0
Antigua and Barbuda;Uganda;Import Quantity;1.0
Antigua and Barbuda;Ukraine;Import Quantity;8.0
Antigua and Barbuda;United Arab Emirates;Export Quantity;0.0
Antigua and Barbuda;United Arab Emirates;Import Quantity;27.0
Antigua and Barbuda;United Kingdom;Export Quantity;3.0
Antigua and Barbuda;United Kingdom;Import Quantity;1965.0
Antigua and Barbuda;United Republic of Tanzania;Import Quantity;0.0
Antigua and Barbuda;United States of America;Export Quantity;67.0
Antigua and Barbuda;United States of America;Import Quantity;30994.0
Antigua and Barbuda;Unspecified Area;Export Quantity;209.0
Antigua and Barbuda;Unspecified Area;Import Quantity;211.0
Antigua and Barbuda;Uruguay;Import Quantity;47.0
Antigua and Barbuda;Uzbekistan;Import Quantity;0.0
Antigua and Barbuda;Venezuela (Bolivarian Republic of);Import Quantity;0.0
Antigua and Barbuda;Viet Nam;Import Quantity;1.0
Argentina;Afghanistan;Export Quantity;1880.0
Argentina;Albania;Export Quantity;2700.0
Argentina;Albania;Import Quantity;0.0
Argentina;Algeria;Export Quantity;6462963.0
Argentina;Angola;Export Quantity;38686.0
Argentina;Antigua and Barbuda;Export Quantity;123.0
Argentina;Argentina;Import Quantity;8488.0
Argentina;Armenia;Export Quantity;1666.0
Argentina;Armenia;Import Quantity;13.0
Argentina;Aruba;Export Quantity;565.0
Argentina;Australia;Export Quantity;907618.0
Argentina;Australia;Import Quantity;2171.0
Argentina;Austria;Export Quantity;1080.0
Argentina;Austria;Import Quantity;4111.0
Argentina;Azerbaijan;Export Quantity;648.0
Argentina;Bahamas;Export Quantity;624.0
Argentina;Bahrain;Export Quantity;11598.0
Argentina;Bangladesh;Export Quantity;1412492.0
Argentina;Barbados;Export Quantity;277.0
Argentina;Barbados;Import Quantity;0.0
Argentina;Belarus;Export Quantity;209498.0
Argentina;Belgium;Export Quantity;359200.0
Argentina;Belgium;Import Quantity;7985.0
Argentina;Belize;Export Quantity;17.0
Argentina;Benin;Export Quantity;1633.0
Argentina;Bolivia (Plurinational State of);Export Quantity;721630.0
Argentina;Bolivia (Plurinational State of);Import Quantity;128856.0
Argentina;Bosnia and Herzegovina;Export Quantity;1353.0
Argentina;Bosnia and Herzegovina;Import Quantity;0.0
Argentina;Brazil;Export Quantity;8011325.0
Argentina;Brazil;Import Quantity;493677.0
Argentina;Brunei Darussalam;Export Quantity;33075.0
Argentina;Bulgaria;Export Quantity;8355.0
Argentina;Bulgaria;Import Quantity;79.0
Argentina;Burkina Faso;Export Quantity;16632.0
Argentina;Burundi;Export Quantity;19031.0
Argentina;Burundi;Import Quantity;1.0
Argentina;Cabo Verde;Export Quantity;26486.0
Argentina;Cambodia;Export Quantity;82.0
Argentina;Cameroon;Export Quantity;120753.0
Argentina;Canada;Export Quantity;75411.0
Argentina;Canada;Import Quantity;2933.0
Argentina;Central African Republic;Export Quantity;508.0
Argentina;Central African Republic;Import Quantity;0.0
Argentina;Chile;Export Quantity;3703295.0
Argentina;Chile;Import Quantity;176686.0
Argentina;China, Hong Kong SAR;Export Quantity;63562.0
Argentina;China, Hong Kong SAR;Import Quantity;5.0
Argentina;China, Taiwan Province of;Export Quantity;226739.0
Argentina;China, Taiwan Province of;Import Quantity;528.0
Argentina;China, mainland;Export Quantity;6870383.0
Argentina;China, mainland;Import Quantity;26134.0
Argentina;Colombia;Export Quantity;500238.0
Argentina;Colombia;Import Quantity;11502.0
Argentina;Comoros;Export Quantity;1991.0
Argentina;Comoros;Import Quantity;0.0
Argentina;Congo;Export Quantity;14314.0
Argentina;Congo;Import Quantity;0.0
Argentina;Costa Rica;Export Quantity;82326.0
Argentina;Costa Rica;Import Quantity;262.0
Argentina;Croatia;Export Quantity;4700.0
Argentina;Croatia;Import Quantity;0.0
Argentina;Cuba;Export Quantity;776821.0
Argentina;Cuba;Import Quantity;302.0
Argentina;Cyprus;Export Quantity;58109.0
Argentina;Czechia;Export Quantity;4104.0
Argentina;Czechia;Import Quantity;131.0
Argentina;Côte d'Ivoire;Export Quantity;156734.0
Argentina;Côte d'Ivoire;Import Quantity;3048.0
Argentina;Democratic Republic of the Congo;Export Quantity;57574.0
Argentina;Denmark;Export Quantity;581921.0
Argentina;Denmark;Import Quantity;4538.0
Argentina;Djibouti;Export Quantity;537.0
Argentina;Dominica;Export Quantity;159.0
Argentina;Dominica;Import Quantity;0.0
Argentina;Dominican Republic;Export Quantity;113227.0
Argentina;Dominican Republic;Import Quantity;65.0
Argentina;Ecuador;Export Quantity;660211.0
Argentina;Ecuador;Import Quantity;337057.0
Argentina;Egypt;Export Quantity;4966252.0
Argentina;Egypt;Import Quantity;696.0
Argentina;El Salvador;Export Quantity;5526.0
Argentina;El Salvador;Import Quantity;0.0
Argentina;Equatorial Guinea;Export Quantity;428.0
Argentina;Estonia;Export Quantity;1160.0
Argentina;Estonia;Import Quantity;14.0
Argentina;Eswatini;Export Quantity;2.0
Argentina;Eswatini;Import Quantity;0.0
Argentina;Ethiopia;Export Quantity;3296.0
Argentina;Ethiopia;Import Quantity;5.0
Argentina;Fiji;Export Quantity;250.0
Argentina;Finland;Export Quantity;2916.0
Argentina;Finland;Import Quantity;21.0
Argentina;France;Export Quantity;190011.0
Argentina;France;Import Quantity;4418.0
Argentina;Gabon;Export Quantity;17166.0
Argentina;Gambia;Export Quantity;23256.0
Argentina;Georgia;Export Quantity;982.0
Argentina;Germany;Export Quantity;355948.0
Argentina;Germany;Import Quantity;16895.0
Argentina;Ghana;Export Quantity;77055.0
Argentina;Ghana;Import Quantity;40.0
Argentina;Gibraltar;Export Quantity;20.0
Argentina;Greece;Export Quantity;325145.0
Argentina;Greece;Import Quantity;213.0
Argentina;Grenada;Export Quantity;193.0
Argentina;Grenada;Import Quantity;40.0
Argentina;Guatemala;Export Quantity;52453.0
Argentina;Guatemala;Import Quantity;608.0
Argentina;Guinea;Export Quantity;1157.0
Argentina;Guinea;Import Quantity;0.0
Argentina;Guyana;Export Quantity;2824.0
Argentina;Haiti;Export Quantity;7043.0
Argentina;Haiti;Import Quantity;0.0
Argentina;Holy See;Export Quantity;1.0
Argentina;Honduras;Export Quantity;7631.0
Argentina;Honduras;Import Quantity;17.0
Argentina;Hungary;Export Quantity;6633.0
Argentina;Hungary;Import Quantity;967.0
Argentina;Iceland;Export Quantity;277.0
Argentina;Iceland;Import Quantity;4.0
Argentina;India;Export Quantity;2801928.0
Argentina;India;Import Quantity;6528.0
Argentina;Indonesia;Export Quantity;3345850.0
Argentina;Indonesia;Import Quantity;41398.0
Argentina;Iran (Islamic Republic of);Export Quantity;1041999.0
Argentina;Iran (Islamic Republic of);Import Quantity;386.0
Argentina;Iraq;Export Quantity;556907.0
Argentina;Ireland;Export Quantity;927153.0
Argentina;Ireland;Import Quantity;2968.0
Argentina;Israel;Export Quantity;129845.0
Argentina;Israel;Import Quantity;576.0
Argentina;Italy;Export Quantity;2002044.0
Argentina;Italy;Import Quantity;20776.0
Argentina;Jamaica;Export Quantity;1615.0
Argentina;Jamaica;Import Quantity;5.0
Argentina;Japan;Export Quantity;479123.0
Argentina;Japan;Import Quantity;132.0
Argentina;Jordan;Export Quantity;1019565.0
Argentina;Kazakhstan;Export Quantity;1990.0
Argentina;Kenya;Export Quantity;426608.0
Argentina;Kenya;Import Quantity;5.0
Argentina;Kuwait;Export Quantity;221691.0
Argentina;Lao People's Democratic Republic;Export Quantity;23.0
Argentina;Latvia;Export Quantity;183207.0
Argentina;Latvia;Import Quantity;0.0
Argentina;Lebanon;Export Quantity;236240.0
Argentina;Lebanon;Import Quantity;29.0
Argentina;Lesotho;Export Quantity;199.0
Argentina;Liberia;Export Quantity;1261.0
Argentina;Libya;Export Quantity;84339.0
Argentina;Lithuania;Export Quantity;113944.0
Argentina;Lithuania;Import Quantity;4.0
Argentina;Luxembourg;Export Quantity;59.0
Argentina;Madagascar;Export Quantity;21187.0
Argentina;Madagascar;Import Quantity;92.0
Argentina;Malawi;Export Quantity;15300.0
Argentina;Malawi;Import Quantity;55.0
Argentina;Malaysia;Export Quantity;3458304.0
Argentina;Malaysia;Import Quantity;14133.0
Argentina;Maldives;Export Quantity;271.0
Argentina;Maldives;Import Quantity;0.0
Argentina;Mali;Export Quantity;67352.0
Argentina;Malta;Export Quantity;257.0
Argentina;Mauritania;Export Quantity;26280.0
Argentina;Mauritius;Export Quantity;173000.0
Argentina;Mexico;Export Quantity;193550.0
Argentina;Mexico;Import Quantity;30407.0
Argentina;Mongolia;Export Quantity;491.0
Argentina;Montenegro;Export Quantity;1127.0
Argentina;Morocco;Export Quantity;2098954.0
Argentina;Morocco;Import Quantity;43.0
Argentina;Mozambique;Export Quantity;90701.0
Argentina;Mozambique;Import Quantity;747.0
Argentina;Myanmar;Export Quantity;9596.0
Argentina;Namibia;Export Quantity;11213.0
Argentina;Nepal;Export Quantity;9797.0
Argentina;Netherlands;Export Quantity;1980663.0
Argentina;Netherlands;Import Quantity;12828.0
Argentina;New Zealand;Export Quantity;434170.0
Argentina;New Zealand;Import Quantity;482.0
Argentina;Nicaragua;Export Quantity;8069.0
Argentina;Nicaragua;Import Quantity;19.0
Argentina;Niger;Export Quantity;1073.0
Argentina;Nigeria;Export Quantity;446197.0
Argentina;Nigeria;Import Quantity;0.0
Argentina;North Macedonia;Export Quantity;1087.0
Argentina;North Macedonia;Import Quantity;2.0
Argentina;Norway;Export Quantity;6283.0
Argentina;Norway;Import Quantity;17.0
Argentina;Oman;Export Quantity;394943.0
Argentina;Pakistan;Export Quantity;343018.0
Argentina;Pakistan;Import Quantity;132.0
Argentina;Palestine;Export Quantity;143.0
Argentina;Palestine;Import Quantity;9.0
Argentina;Panama;Export Quantity;27631.0
Argentina;Panama;Import Quantity;4.0
Argentina;Papua New Guinea;Import Quantity;1.0
Argentina;Paraguay;Export Quantity;315127.0
Argentina;Paraguay;Import Quantity;1692444.0
Argentina;Peru;Export Quantity;1142637.0
Argentina;Peru;Import Quantity;6998.0
Argentina;Philippines;Export Quantity;745895.0
Argentina;Philippines;Import Quantity;2218.0
Argentina;Poland;Export Quantity;1594565.0
Argentina;Poland;Import Quantity;1740.0
Argentina;Portugal;Export Quantity;132050.0
Argentina;Portugal;Import Quantity;21.0
Argentina;Qatar;Export Quantity;60410.0
Argentina;Republic of Korea;Export Quantity;1851369.0
Argentina;Republic of Korea;Import Quantity;756.0
Argentina;Republic of Moldova;Export Quantity;1505.0
Argentina;Republic of Moldova;Import Quantity;0.0
Argentina;Romania;Export Quantity;172025.0
Argentina;Romania;Import Quantity;76.0
Argentina;Russian Federation;Export Quantity;331845.0
Argentina;Russian Federation;Import Quantity;920.0
Argentina;Rwanda;Export Quantity;41446.0
Argentina;Rwanda;Import Quantity;0.0
Argentina;Saint Kitts and Nevis;Export Quantity;13.0
Argentina;Saint Lucia;Export Quantity;181.0
Argentina;Saint Vincent and the Grenadines;Export Quantity;77.0
Argentina;Saudi Arabia;Export Quantity;3304108.0
Argentina;Senegal;Export Quantity;383292.0
Argentina;Serbia;Export Quantity;4535.0
Argentina;Serbia;Import Quantity;26.0
Argentina;Seychelles;Export Quantity;128.0
Argentina;Sierra Leone;Export Quantity;473.0
Argentina;Singapore;Export Quantity;8426.0
Argentina;Singapore;Import Quantity;99.0
Argentina;Slovakia;Export Quantity;355.0
Argentina;Slovakia;Import Quantity;0.0
Argentina;Slovenia;Export Quantity;3060.0
Argentina;Slovenia;Import Quantity;5.0
Argentina;Solomon Islands;Export Quantity;284.0
Argentina;Somalia;Export Quantity;200.0
Argentina;South Africa;Export Quantity;841935.0
Argentina;South Africa;Import Quantity;774.0
Argentina;Spain;Export Quantity;2182804.0
Argentina;Spain;Import Quantity;16343.0
Argentina;Sri Lanka;Export Quantity;3055.0
Argentina;Sri Lanka;Import Quantity;253.0
Argentina;Sudan;Export Quantity;87059.0
Argentina;Suriname;Export Quantity;1622.0
Argentina;Sweden;Export Quantity;8279.0
Argentina;Sweden;Import Quantity;946.0
Argentina;Switzerland;Export Quantity;9318.0
Argentina;Switzerland;Import Quantity;814.0
Argentina;Syrian Arab Republic;Export Quantity;43050.0
Argentina;Thailand;Export Quantity;1109369.0
Argentina;Thailand;Import Quantity;8932.0
Argentina;Togo;Export Quantity;404.0
Argentina;Trinidad and Tobago;Export Quantity;8283.0
Argentina;Trinidad and Tobago;Import Quantity;2.0
Argentina;Tunisia;Export Quantity;493237.0
Argentina;Tunisia;Import Quantity;39.0
Argentina;Turkey;Export Quantity;1130163.0
Argentina;Turkey;Import Quantity;4095.0
Argentina;Turkmenistan;Export Quantity;81.0
Argentina;Uganda;Export Quantity;192346.0
Argentina;Uganda;Import Quantity;0.0
Argentina;Ukraine;Export Quantity;18118.0
Argentina;Ukraine;Import Quantity;63.0
Argentina;United Arab Emirates;Export Quantity;610201.0
Argentina;United Arab Emirates;Import Quantity;12.0
Argentina;United Kingdom;Export Quantity;2085235.0
Argentina;United Kingdom;Import Quantity;4883.0
Argentina;United Republic of Tanzania;Export Quantity;96432.0
Argentina;United Republic of Tanzania;Import Quantity;0.0
Argentina;United States of America;Export Quantity;878634.0
Argentina;United States of America;Import Quantity;41122.0
Argentina;Unspecified Area;Export Quantity;23705.0
Argentina;Unspecified Area;Import Quantity;1643.0
Argentina;Uruguay;Export Quantity;463705.0
Argentina;Uruguay;Import Quantity;113716.0
Argentina;Uzbekistan;Export Quantity;19.0
Argentina;Uzbekistan;Import Quantity;2.0
Argentina;Venezuela (Bolivarian Republic of);Export Quantity;346224.0
Argentina;Venezuela (Bolivarian Republic of);Import Quantity;12.0
Argentina;Viet Nam;Export Quantity;9039862.0
Argentina;Viet Nam;Import Quantity;5991.0
Argentina;Yemen;Export Quantity;787103.0
Armenia;Afghanistan;Export Quantity;3.0
Armenia;Afghanistan;Import Quantity;1.0
Armenia;Algeria;Import Quantity;1.0
Armenia;Anguilla;Import Quantity;27.0
Armenia;Argentina;Export Quantity;22.0
Armenia;Argentina;Import Quantity;2783.0
Armenia;Australia;Export Quantity;43.0
Armenia;Australia;Import Quantity;26.0
Armenia;Austria;Export Quantity;13.0
Armenia;Austria;Import Quantity;732.0
Armenia;Bangladesh;Import Quantity;1012.0
Armenia;Barbados;Import Quantity;0.0
Armenia;Belarus;Export Quantity;1157.0
Armenia;Belarus;Import Quantity;5379.0
Armenia;Belgium;Export Quantity;300.0
Armenia;Belgium;Import Quantity;5912.0
Armenia;Benin;Import Quantity;5.0
