Reporter Countries;Partner Countries;Element;Y2017
Kyrgyzstan;Turkmenistan;Export Quantity;227.0
Kyrgyzstan;Turkmenistan;Import Quantity;16.0
Kyrgyzstan;Ukraine;Export Quantity;9.0
Kyrgyzstan;Ukraine;Import Quantity;14191.0
Kyrgyzstan;United Arab Emirates;Export Quantity;111.0
Kyrgyzstan;United Arab Emirates;Import Quantity;265.0
Kyrgyzstan;United Kingdom;Export Quantity;22.0
Kyrgyzstan;United Kingdom;Import Quantity;144.0
Kyrgyzstan;United Republic of Tanzania;Import Quantity;0.0
Kyrgyzstan;United States of America;Export Quantity;1.0
Kyrgyzstan;United States of America;Import Quantity;1287.0
Kyrgyzstan;Unspecified Area;Export Quantity;63.0
Kyrgyzstan;Unspecified Area;Import Quantity;17.0
Kyrgyzstan;Uzbekistan;Export Quantity;4675.0
Kyrgyzstan;Uzbekistan;Import Quantity;66641.0
Kyrgyzstan;Viet Nam;Export Quantity;790.0
Kyrgyzstan;Viet Nam;Import Quantity;481.0
Lao People's Democratic Republic;Argentina;Import Quantity;23.0
Lao People's Democratic Republic;Armenia;Export Quantity;0.0
Lao People's Democratic Republic;Australia;Export Quantity;131.0
Lao People's Democratic Republic;Australia;Import Quantity;212.0
Lao People's Democratic Republic;Austria;Export Quantity;0.0
Lao People's Democratic Republic;Austria;Import Quantity;1.0
Lao People's Democratic Republic;Belgium;Export Quantity;11777.0
Lao People's Democratic Republic;Belgium;Import Quantity;1605.0
Lao People's Democratic Republic;Bolivia (Plurinational State of);Export Quantity;1.0
Lao People's Democratic Republic;Brazil;Import Quantity;257.0
Lao People's Democratic Republic;Bulgaria;Import Quantity;11.0
Lao People's Democratic Republic;Canada;Export Quantity;84.0
Lao People's Democratic Republic;Canada;Import Quantity;46.0
Lao People's Democratic Republic;Chile;Import Quantity;177.0
Lao People's Democratic Republic;China, Hong Kong SAR;Export Quantity;317.0
Lao People's Democratic Republic;China, Hong Kong SAR;Import Quantity;10.0
Lao People's Democratic Republic;China, Taiwan Province of;Export Quantity;4962.0
Lao People's Democratic Republic;China, Taiwan Province of;Import Quantity;4.0
Lao People's Democratic Republic;China, mainland;Export Quantity;425387.0
Lao People's Democratic Republic;China, mainland;Import Quantity;16473.0
Lao People's Democratic Republic;Czechia;Export Quantity;51.0
Lao People's Democratic Republic;Denmark;Export Quantity;103.0
Lao People's Democratic Republic;Denmark;Import Quantity;29.0
Lao People's Democratic Republic;El Salvador;Import Quantity;0.0
Lao People's Democratic Republic;Fiji;Export Quantity;0.0
Lao People's Democratic Republic;Finland;Export Quantity;0.0
Lao People's Democratic Republic;Finland;Import Quantity;0.0
Lao People's Democratic Republic;France;Export Quantity;996.0
Lao People's Democratic Republic;France;Import Quantity;479.0
Lao People's Democratic Republic;Germany;Export Quantity;2348.0
Lao People's Democratic Republic;Germany;Import Quantity;5459.0
Lao People's Democratic Republic;Honduras;Import Quantity;0.0
Lao People's Democratic Republic;Hungary;Export Quantity;58.0
Lao People's Democratic Republic;Hungary;Import Quantity;0.0
Lao People's Democratic Republic;Iceland;Export Quantity;1.0
Lao People's Democratic Republic;India;Export Quantity;766.0
Lao People's Democratic Republic;India;Import Quantity;490.0
Lao People's Democratic Republic;Indonesia;Export Quantity;232.0
Lao People's Democratic Republic;Indonesia;Import Quantity;118.0
Lao People's Democratic Republic;Ireland;Export Quantity;0.0
Lao People's Democratic Republic;Italy;Export Quantity;3438.0
Lao People's Democratic Republic;Italy;Import Quantity;213.0
Lao People's Democratic Republic;Japan;Export Quantity;6245.0
Lao People's Democratic Republic;Japan;Import Quantity;130.0
Lao People's Democratic Republic;Kuwait;Export Quantity;0.0
Lao People's Democratic Republic;Madagascar;Export Quantity;269.0
Lao People's Democratic Republic;Malawi;Import Quantity;138.0
Lao People's Democratic Republic;Malaysia;Export Quantity;49.0
Lao People's Democratic Republic;Malaysia;Import Quantity;759.0
Lao People's Democratic Republic;Maldives;Export Quantity;0.0
Lao People's Democratic Republic;Mauritania;Export Quantity;65.0
Lao People's Democratic Republic;Mexico;Import Quantity;14.0
Lao People's Democratic Republic;Netherlands;Export Quantity;1371.0
Lao People's Democratic Republic;Netherlands;Import Quantity;439.0
Lao People's Democratic Republic;New Zealand;Import Quantity;34.0
Lao People's Democratic Republic;Norway;Export Quantity;44.0
Lao People's Democratic Republic;Philippines;Import Quantity;5.0
Lao People's Democratic Republic;Poland;Export Quantity;28331.0
Lao People's Democratic Republic;Poland;Import Quantity;116.0
Lao People's Democratic Republic;Portugal;Export Quantity;31078.0
Lao People's Democratic Republic;Portugal;Import Quantity;0.0
Lao People's Democratic Republic;Republic of Korea;Export Quantity;2023.0
Lao People's Democratic Republic;Republic of Korea;Import Quantity;773.0
Lao People's Democratic Republic;Romania;Import Quantity;16.0
Lao People's Democratic Republic;Russian Federation;Export Quantity;44.0
Lao People's Democratic Republic;Russian Federation;Import Quantity;1806.0
Lao People's Democratic Republic;Serbia;Export Quantity;64.0
Lao People's Democratic Republic;Seychelles;Export Quantity;0.0
Lao People's Democratic Republic;Singapore;Export Quantity;45.0
Lao People's Democratic Republic;Singapore;Import Quantity;244.0
Lao People's Democratic Republic;South Africa;Export Quantity;0.0
Lao People's Democratic Republic;South Africa;Import Quantity;53.0
Lao People's Democratic Republic;Spain;Export Quantity;315.0
Lao People's Democratic Republic;Spain;Import Quantity;15.0
Lao People's Democratic Republic;Sri Lanka;Export Quantity;9.0
Lao People's Democratic Republic;Suriname;Export Quantity;1.0
Lao People's Democratic Republic;Sweden;Export Quantity;132.0
Lao People's Democratic Republic;Sweden;Import Quantity;0.0
Lao People's Democratic Republic;Switzerland;Export Quantity;56.0
Lao People's Democratic Republic;Switzerland;Import Quantity;6.0
Lao People's Democratic Republic;Thailand;Export Quantity;866334.0
Lao People's Democratic Republic;Thailand;Import Quantity;857303.0
Lao People's Democratic Republic;Turkey;Export Quantity;20.0
Lao People's Democratic Republic;Turkey;Import Quantity;190.0
Lao People's Democratic Republic;Ukraine;Export Quantity;330.0
Lao People's Democratic Republic;United Kingdom;Export Quantity;430.0
Lao People's Democratic Republic;United Kingdom;Import Quantity;33.0
Lao People's Democratic Republic;United States of America;Export Quantity;1458.0
Lao People's Democratic Republic;United States of America;Import Quantity;2524.0
Lao People's Democratic Republic;Zambia;Export Quantity;0.0
Latvia;Afghanistan;Export Quantity;1256.0
Latvia;Afghanistan;Import Quantity;0.0
Latvia;Albania;Export Quantity;3.0
Latvia;Albania;Import Quantity;425.0
Latvia;Algeria;Export Quantity;122410.0
Latvia;Algeria;Import Quantity;1.0
Latvia;Angola;Export Quantity;27264.0
Latvia;Antigua and Barbuda;Export Quantity;0.0
Latvia;Argentina;Export Quantity;1.0
Latvia;Argentina;Import Quantity;16229.0
Latvia;Armenia;Export Quantity;457.0
Latvia;Armenia;Import Quantity;313.0
Latvia;Australia;Export Quantity;688.0
Latvia;Australia;Import Quantity;117.0
Latvia;Austria;Export Quantity;1109.0
Latvia;Austria;Import Quantity;3366.0
Latvia;Azerbaijan;Export Quantity;14756.0
Latvia;Azerbaijan;Import Quantity;339.0
Latvia;Bahamas;Export Quantity;107.0
Latvia;Bahrain;Export Quantity;0.0
Latvia;Bangladesh;Export Quantity;179.0
Latvia;Barbados;Export Quantity;15.0
Latvia;Belarus;Export Quantity;11136.0
Latvia;Belarus;Import Quantity;30100.0
Latvia;Belgium;Export Quantity;122377.0
Latvia;Belgium;Import Quantity;23139.0
Latvia;Belize;Export Quantity;1.0
Latvia;Benin;Export Quantity;811.0
Latvia;Bermuda;Export Quantity;7.0
Latvia;Bolivia (Plurinational State of);Export Quantity;34.0
Latvia;Bosnia and Herzegovina;Export Quantity;170.0
Latvia;Bosnia and Herzegovina;Import Quantity;0.0
Latvia;Brazil;Export Quantity;144.0
Latvia;Brazil;Import Quantity;1048.0
Latvia;British Virgin Islands;Export Quantity;8.0
Latvia;British Virgin Islands;Import Quantity;35.0
Latvia;Bulgaria;Export Quantity;2530.0
Latvia;Bulgaria;Import Quantity;4186.0
Latvia;Burkina Faso;Export Quantity;53.0
Latvia;Cambodia;Export Quantity;42.0
Latvia;Cambodia;Import Quantity;5400.0
Latvia;Canada;Export Quantity;2106.0
Latvia;Canada;Import Quantity;739.0
Latvia;Cayman Islands;Export Quantity;25.0
Latvia;Chile;Export Quantity;457.0
Latvia;Chile;Import Quantity;1355.0
Latvia;China, Hong Kong SAR;Export Quantity;1379.0
Latvia;China, Hong Kong SAR;Import Quantity;30.0
Latvia;China, Taiwan Province of;Export Quantity;182.0
Latvia;China, Taiwan Province of;Import Quantity;21.0
Latvia;China, mainland;Export Quantity;3233.0
Latvia;China, mainland;Import Quantity;4667.0
Latvia;Colombia;Import Quantity;21.0
Latvia;Comoros;Import Quantity;3.0
Latvia;Congo;Export Quantity;413.0
Latvia;Costa Rica;Export Quantity;9.0
Latvia;Costa Rica;Import Quantity;7.0
Latvia;Croatia;Export Quantity;360.0
Latvia;Croatia;Import Quantity;203.0
Latvia;Cuba;Import Quantity;0.0
Latvia;Cyprus;Export Quantity;1138.0
Latvia;Cyprus;Import Quantity;407.0
Latvia;Czechia;Export Quantity;18465.0
Latvia;Czechia;Import Quantity;9040.0
Latvia;Côte d'Ivoire;Export Quantity;105.0
Latvia;Côte d'Ivoire;Import Quantity;73.0
Latvia;Denmark;Export Quantity;74333.0
Latvia;Denmark;Import Quantity;48640.0
Latvia;Djibouti;Export Quantity;77.0
Latvia;Dominican Republic;Export Quantity;467.0
Latvia;Dominican Republic;Import Quantity;2.0
Latvia;Ecuador;Export Quantity;0.0
Latvia;Ecuador;Import Quantity;140.0
Latvia;Egypt;Export Quantity;82213.0
Latvia;Egypt;Import Quantity;3413.0
Latvia;El Salvador;Export Quantity;9.0
Latvia;Equatorial Guinea;Export Quantity;100.0
Latvia;Estonia;Export Quantity;280824.0
Latvia;Estonia;Import Quantity;313159.0
Latvia;Ethiopia;Export Quantity;11.0
Latvia;Ethiopia;Import Quantity;43.0
Latvia;Finland;Export Quantity;26591.0
Latvia;Finland;Import Quantity;15985.0
Latvia;France;Export Quantity;9509.0
Latvia;France;Import Quantity;36399.0
Latvia;French Polynesia;Export Quantity;127.0
Latvia;Gabon;Export Quantity;221.0
Latvia;Gambia;Export Quantity;564.0
Latvia;Georgia;Export Quantity;2635.0
Latvia;Georgia;Import Quantity;1643.0
Latvia;Germany;Export Quantity;243162.0
Latvia;Germany;Import Quantity;84572.0
Latvia;Ghana;Export Quantity;1121.0
Latvia;Ghana;Import Quantity;669.0
Latvia;Greece;Export Quantity;1477.0
Latvia;Greece;Import Quantity;5348.0
Latvia;Guam;Export Quantity;15.0
Latvia;Guatemala;Export Quantity;25.0
Latvia;Guatemala;Import Quantity;0.0
Latvia;Guinea;Export Quantity;108.0
Latvia;Guinea;Import Quantity;47.0
Latvia;Haiti;Export Quantity;24.0
Latvia;Hungary;Export Quantity;1568.0
Latvia;Hungary;Import Quantity;14866.0
Latvia;Iceland;Export Quantity;18.0
Latvia;Iceland;Import Quantity;8.0
Latvia;India;Export Quantity;707.0
Latvia;India;Import Quantity;3026.0
Latvia;Indonesia;Export Quantity;12.0
Latvia;Indonesia;Import Quantity;381.0
Latvia;Iran (Islamic Republic of);Import Quantity;143.0
Latvia;Iraq;Export Quantity;16.0
Latvia;Ireland;Export Quantity;31438.0
Latvia;Ireland;Import Quantity;6441.0
Latvia;Israel;Export Quantity;4736.0
Latvia;Israel;Import Quantity;1004.0
Latvia;Italy;Export Quantity;38499.0
Latvia;Italy;Import Quantity;64423.0
Latvia;Jamaica;Export Quantity;17.0
Latvia;Japan;Export Quantity;1218.0
Latvia;Japan;Import Quantity;68.0
Latvia;Jordan;Export Quantity;805.0
Latvia;Jordan;Import Quantity;1.0
Latvia;Kazakhstan;Export Quantity;17424.0
Latvia;Kazakhstan;Import Quantity;25432.0
Latvia;Kenya;Export Quantity;131537.0
Latvia;Kenya;Import Quantity;33.0
Latvia;Kuwait;Export Quantity;89.0
Latvia;Kuwait;Import Quantity;0.0
Latvia;Kyrgyzstan;Export Quantity;981.0
Latvia;Kyrgyzstan;Import Quantity;13.0
Latvia;Lebanon;Export Quantity;1279.0
Latvia;Lebanon;Import Quantity;93.0
Latvia;Liberia;Export Quantity;0.0
Latvia;Libya;Export Quantity;48480.0
Latvia;Lithuania;Export Quantity;684668.0
Latvia;Lithuania;Import Quantity;1201388.0
Latvia;Luxembourg;Export Quantity;15.0
Latvia;Luxembourg;Import Quantity;452.0
Latvia;Madagascar;Import Quantity;5.0
Latvia;Malawi;Export Quantity;12100.0
Latvia;Malaysia;Export Quantity;2858.0
Latvia;Malaysia;Import Quantity;198.0
Latvia;Maldives;Export Quantity;12.0
Latvia;Mali;Export Quantity;700.0
Latvia;Malta;Export Quantity;5533.0
Latvia;Malta;Import Quantity;15.0
Latvia;Marshall Islands;Export Quantity;0.0
Latvia;Mauritius;Export Quantity;3.0
Latvia;Mauritius;Import Quantity;134.0
Latvia;Mexico;Export Quantity;716.0
Latvia;Mexico;Import Quantity;1923.0
Latvia;Mongolia;Export Quantity;42.0
Latvia;Montenegro;Import Quantity;0.0
Latvia;Morocco;Export Quantity;9160.0
Latvia;Morocco;Import Quantity;157.0
Latvia;Myanmar;Import Quantity;526.0
Latvia;Nepal;Export Quantity;65.0
Latvia;Netherlands;Export Quantity;301493.0
Latvia;Netherlands;Import Quantity;82748.0
Latvia;New Zealand;Export Quantity;264.0
Latvia;New Zealand;Import Quantity;562.0
Latvia;Nicaragua;Export Quantity;15.0
Latvia;Nicaragua;Import Quantity;1.0
Latvia;Niger;Export Quantity;135.0
Latvia;Nigeria;Export Quantity;228571.0
Latvia;Nigeria;Import Quantity;7.0
Latvia;North Macedonia;Export Quantity;1.0
Latvia;North Macedonia;Import Quantity;2253.0
Latvia;Norway;Export Quantity;60517.0
Latvia;Norway;Import Quantity;44.0
Latvia;Oman;Export Quantity;96.0
Latvia;Pakistan;Export Quantity;6474.0
Latvia;Pakistan;Import Quantity;928.0
Latvia;Panama;Export Quantity;701.0
Latvia;Paraguay;Export Quantity;98.0
Latvia;Peru;Export Quantity;27.0
Latvia;Peru;Import Quantity;76.0
Latvia;Philippines;Export Quantity;62.0
Latvia;Philippines;Import Quantity;63.0
Latvia;Poland;Export Quantity;83099.0
Latvia;Poland;Import Quantity;217427.0
Latvia;Portugal;Export Quantity;36501.0
Latvia;Portugal;Import Quantity;2287.0
Latvia;Qatar;Export Quantity;76.0
Latvia;Republic of Korea;Export Quantity;544.0
Latvia;Republic of Korea;Import Quantity;72.0
Latvia;Republic of Moldova;Export Quantity;489.0
Latvia;Republic of Moldova;Import Quantity;4067.0
Latvia;Romania;Export Quantity;1642.0
Latvia;Romania;Import Quantity;1664.0
Latvia;Russian Federation;Export Quantity;161909.0
Latvia;Russian Federation;Import Quantity;201431.0
Latvia;Rwanda;Import Quantity;12.0
Latvia;Saint Kitts and Nevis;Export Quantity;0.0
Latvia;Saudi Arabia;Export Quantity;406338.0
Latvia;Senegal;Export Quantity;1467.0
Latvia;Serbia;Export Quantity;60.0
Latvia;Serbia;Import Quantity;447.0
Latvia;Sierra Leone;Export Quantity;6375.0
Latvia;Singapore;Export Quantity;711.0
Latvia;Singapore;Import Quantity;14.0
Latvia;Slovakia;Export Quantity;1829.0
Latvia;Slovakia;Import Quantity;1484.0
Latvia;Slovenia;Export Quantity;876.0
Latvia;Slovenia;Import Quantity;143.0
Latvia;South Africa;Export Quantity;83918.0
Latvia;South Africa;Import Quantity;719.0
Latvia;Spain;Export Quantity;225535.0
Latvia;Spain;Import Quantity;75771.0
Latvia;Sri Lanka;Export Quantity;1.0
Latvia;Sri Lanka;Import Quantity;201.0
Latvia;Sudan;Export Quantity;56220.0
Latvia;Suriname;Export Quantity;65.0
Latvia;Sweden;Export Quantity;23541.0
Latvia;Sweden;Import Quantity;20507.0
Latvia;Switzerland;Export Quantity;177.0
Latvia;Switzerland;Import Quantity;25.0
Latvia;Syrian Arab Republic;Export Quantity;90.0
Latvia;Tajikistan;Export Quantity;1410.0
Latvia;Tajikistan;Import Quantity;14.0
Latvia;Thailand;Export Quantity;11041.0
Latvia;Thailand;Import Quantity;1134.0
Latvia;Togo;Export Quantity;68.0
Latvia;Trinidad and Tobago;Export Quantity;8.0
Latvia;Tunisia;Export Quantity;110.0
Latvia;Turkey;Export Quantity;280214.0
Latvia;Turkey;Import Quantity;15577.0
Latvia;Turkmenistan;Export Quantity;571.0
Latvia;Turkmenistan;Import Quantity;0.0
Latvia;Uganda;Import Quantity;211.0
Latvia;Ukraine;Export Quantity;9627.0
Latvia;Ukraine;Import Quantity;49314.0
Latvia;United Arab Emirates;Export Quantity;3165.0
Latvia;United Arab Emirates;Import Quantity;98.0
Latvia;United Kingdom;Export Quantity;121989.0
Latvia;United Kingdom;Import Quantity;23427.0
Latvia;United Republic of Tanzania;Import Quantity;14.0
Latvia;United States of America;Export Quantity;14761.0
Latvia;United States of America;Import Quantity;2077.0
Latvia;Unspecified Area;Export Quantity;226.0
Latvia;Uruguay;Export Quantity;109.0
Latvia;Uruguay;Import Quantity;0.0
Latvia;Uzbekistan;Export Quantity;3025.0
Latvia;Uzbekistan;Import Quantity;4964.0
Latvia;Venezuela (Bolivarian Republic of);Export Quantity;658.0
Latvia;Viet Nam;Export Quantity;134.0
Latvia;Viet Nam;Import Quantity;1282.0
Latvia;Yemen;Export Quantity;182.0
Lebanon;Afghanistan;Export Quantity;38.0
Lebanon;Afghanistan;Import Quantity;69.0
Lebanon;Albania;Import Quantity;31.0
Lebanon;Algeria;Export Quantity;1291.0
Lebanon;Algeria;Import Quantity;33485.0
Lebanon;Andorra;Export Quantity;5.0
Lebanon;Andorra;Import Quantity;0.0
Lebanon;Angola;Export Quantity;278.0
Lebanon;Angola;Import Quantity;180.0
Lebanon;Antigua and Barbuda;Import Quantity;9.0
Lebanon;Argentina;Export Quantity;19.0
Lebanon;Argentina;Import Quantity;205711.0
Lebanon;Armenia;Export Quantity;43.0
Lebanon;Armenia;Import Quantity;116.0
Lebanon;Aruba;Export Quantity;28.0
Lebanon;Australia;Export Quantity;5281.0
Lebanon;Australia;Import Quantity;41722.0
Lebanon;Austria;Export Quantity;291.0
Lebanon;Austria;Import Quantity;8101.0
Lebanon;Azerbaijan;Export Quantity;763.0
Lebanon;Azerbaijan;Import Quantity;0.0
Lebanon;Bahamas;Import Quantity;2.0
Lebanon;Bahrain;Export Quantity;10422.0
Lebanon;Bahrain;Import Quantity;234.0
Lebanon;Bangladesh;Import Quantity;790.0
Lebanon;Barbados;Export Quantity;0.0
Lebanon;Barbados;Import Quantity;0.0
Lebanon;Belarus;Import Quantity;18.0
Lebanon;Belgium;Export Quantity;1029.0
Lebanon;Belgium;Import Quantity;23989.0
Lebanon;Belize;Import Quantity;2.0
Lebanon;Benin;Export Quantity;1054.0
Lebanon;Benin;Import Quantity;85.0
Lebanon;Bolivia (Plurinational State of);Import Quantity;60.0
Lebanon;Bosnia and Herzegovina;Import Quantity;758.0
Lebanon;Brazil;Export Quantity;244.0
Lebanon;Brazil;Import Quantity;254006.0
Lebanon;British Indian Ocean Territory;Import Quantity;0.0
Lebanon;Brunei Darussalam;Export Quantity;4.0
Lebanon;Bulgaria;Export Quantity;1014.0
Lebanon;Bulgaria;Import Quantity;11417.0
Lebanon;Burkina Faso;Export Quantity;258.0
Lebanon;Burkina Faso;Import Quantity;16.0
Lebanon;Burundi;Import Quantity;0.0
Lebanon;Cambodia;Export Quantity;24.0
Lebanon;Cambodia;Import Quantity;2000.0
Lebanon;Cameroon;Export Quantity;536.0
Lebanon;Cameroon;Import Quantity;72.0
Lebanon;Canada;Export Quantity;7397.0
Lebanon;Canada;Import Quantity;38712.0
Lebanon;Central African Republic;Export Quantity;220.0
Lebanon;Central African Republic;Import Quantity;95.0
Lebanon;Chad;Export Quantity;136.0
Lebanon;Chile;Export Quantity;38.0
Lebanon;Chile;Import Quantity;1495.0
Lebanon;China, Hong Kong SAR;Export Quantity;96.0
Lebanon;China, Hong Kong SAR;Import Quantity;525.0
Lebanon;China, Taiwan Province of;Import Quantity;423.0
Lebanon;China, mainland;Export Quantity;75.0
Lebanon;China, mainland;Import Quantity;61855.0
Lebanon;Christmas Island;Export Quantity;10.0
Lebanon;Colombia;Export Quantity;217.0
Lebanon;Colombia;Import Quantity;11290.0
Lebanon;Comoros;Import Quantity;2.0
Lebanon;Congo;Export Quantity;1432.0
Lebanon;Costa Rica;Import Quantity;732.0
Lebanon;Croatia;Export Quantity;268.0
Lebanon;Croatia;Import Quantity;20074.0
Lebanon;Cuba;Import Quantity;95013.0
Lebanon;Cyprus;Export Quantity;671.0
Lebanon;Cyprus;Import Quantity;963.0
Lebanon;Czechia;Export Quantity;80.0
Lebanon;Czechia;Import Quantity;11118.0
Lebanon;Côte d'Ivoire;Export Quantity;3226.0
Lebanon;Côte d'Ivoire;Import Quantity;554.0
Lebanon;Democratic People's Republic of Korea;Export Quantity;0.0
Lebanon;Denmark;Export Quantity;611.0
Lebanon;Denmark;Import Quantity;11393.0
Lebanon;Djibouti;Export Quantity;213.0
Lebanon;Djibouti;Import Quantity;0.0
Lebanon;Dominica;Import Quantity;0.0
Lebanon;Dominican Republic;Export Quantity;10.0
Lebanon;Dominican Republic;Import Quantity;6.0
Lebanon;Ecuador;Export Quantity;2.0
Lebanon;Ecuador;Import Quantity;3455.0
Lebanon;Egypt;Export Quantity;66530.0
Lebanon;Egypt;Import Quantity;152783.0
Lebanon;El Salvador;Import Quantity;7.0
Lebanon;Equatorial Guinea;Export Quantity;77.0
Lebanon;Equatorial Guinea;Import Quantity;0.0
Lebanon;Estonia;Import Quantity;44.0
Lebanon;Eswatini;Import Quantity;1.0
Lebanon;Ethiopia;Export Quantity;23.0
Lebanon;Ethiopia;Import Quantity;1446.0
Lebanon;Fiji;Export Quantity;7.0
Lebanon;Fiji;Import Quantity;0.0
Lebanon;Finland;Export Quantity;14.0
Lebanon;Finland;Import Quantity;81.0
Lebanon;France;Export Quantity;3469.0
Lebanon;France;Import Quantity;79310.0
Lebanon;Gabon;Export Quantity;1246.0
Lebanon;Gambia;Export Quantity;225.0
Lebanon;Georgia;Export Quantity;6.0
Lebanon;Georgia;Import Quantity;62.0
Lebanon;Germany;Export Quantity;7901.0
Lebanon;Germany;Import Quantity;41320.0
Lebanon;Ghana;Export Quantity;1351.0
Lebanon;Ghana;Import Quantity;2456.0
Lebanon;Greece;Export Quantity;2155.0
Lebanon;Greece;Import Quantity;46452.0
Lebanon;Guam;Import Quantity;7.0
Lebanon;Guatemala;Import Quantity;7300.0
Lebanon;Guinea;Export Quantity;743.0
Lebanon;Guinea;Import Quantity;0.0
Lebanon;Guinea-Bissau;Export Quantity;0.0
Lebanon;Guyana;Export Quantity;0.0
Lebanon;Guyana;Import Quantity;59.0
Lebanon;Honduras;Import Quantity;6.0
Lebanon;Hungary;Export Quantity;18.0
Lebanon;Hungary;Import Quantity;22045.0
Lebanon;Iceland;Import Quantity;0.0
Lebanon;India;Export Quantity;212.0
Lebanon;India;Import Quantity;54517.0
Lebanon;Indonesia;Export Quantity;1.0
Lebanon;Indonesia;Import Quantity;8611.0
Lebanon;Iran (Islamic Republic of);Export Quantity;167.0
Lebanon;Iran (Islamic Republic of);Import Quantity;11182.0
Lebanon;Iraq;Export Quantity;34241.0
Lebanon;Iraq;Import Quantity;2475.0
Lebanon;Ireland;Export Quantity;14.0
Lebanon;Ireland;Import Quantity;3830.0
Lebanon;Italy;Export Quantity;4236.0
Lebanon;Italy;Import Quantity;63392.0
Lebanon;Jamaica;Export Quantity;59.0
Lebanon;Jamaica;Import Quantity;3.0
Lebanon;Japan;Export Quantity;28.0
Lebanon;Japan;Import Quantity;437.0
Lebanon;Jordan;Export Quantity;24940.0
Lebanon;Jordan;Import Quantity;6677.0
Lebanon;Kazakhstan;Export Quantity;6.0
Lebanon;Kazakhstan;Import Quantity;323.0
Lebanon;Kenya;Export Quantity;194.0
Lebanon;Kenya;Import Quantity;236.0
Lebanon;Kuwait;Export Quantity;74400.0
Lebanon;Kuwait;Import Quantity;451.0
Lebanon;Latvia;Export Quantity;93.0
Lebanon;Latvia;Import Quantity;1414.0
Lebanon;Lebanon;Import Quantity;339.0
Lebanon;Liberia;Export Quantity;4786.0
Lebanon;Liberia;Import Quantity;15.0
Lebanon;Libya;Export Quantity;449.0
Lebanon;Libya;Import Quantity;14.0
Lebanon;Lithuania;Export Quantity;4.0
Lebanon;Lithuania;Import Quantity;5444.0
Lebanon;Luxembourg;Export Quantity;1.0
Lebanon;Luxembourg;Import Quantity;704.0
Lebanon;Madagascar;Import Quantity;112.0
Lebanon;Malawi;Export Quantity;7.0
Lebanon;Malawi;Import Quantity;78.0
Lebanon;Malaysia;Export Quantity;258.0
Lebanon;Malaysia;Import Quantity;20934.0
Lebanon;Maldives;Export Quantity;64.0
Lebanon;Mali;Export Quantity;1664.0
Lebanon;Mali;Import Quantity;0.0
Lebanon;Malta;Export Quantity;9.0
Lebanon;Malta;Import Quantity;177.0
Lebanon;Mauritania;Export Quantity;53.0
Lebanon;Mauritania;Import Quantity;0.0
Lebanon;Mauritius;Export Quantity;26.0
Lebanon;Mauritius;Import Quantity;47.0
Lebanon;Mexico;Export Quantity;5.0
Lebanon;Mexico;Import Quantity;4494.0
Lebanon;Montenegro;Export Quantity;4.0
Lebanon;Morocco;Export Quantity;548.0
Lebanon;Morocco;Import Quantity;7236.0
Lebanon;Mozambique;Export Quantity;58.0
Lebanon;Mozambique;Import Quantity;771.0
Lebanon;Myanmar;Import Quantity;79.0
Lebanon;Nauru;Import Quantity;0.0
Lebanon;Nepal;Export Quantity;13.0
Lebanon;Netherlands;Export Quantity;9062.0
Lebanon;Netherlands;Import Quantity;58772.0
Lebanon;New Zealand;Export Quantity;75.0
Lebanon;New Zealand;Import Quantity;1305.0
Lebanon;Nicaragua;Export Quantity;2.0
Lebanon;Nicaragua;Import Quantity;6.0
Lebanon;Niger;Export Quantity;73.0
Lebanon;Niger;Import Quantity;6.0
Lebanon;Nigeria;Export Quantity;2550.0
Lebanon;Nigeria;Import Quantity;260.0
Lebanon;North Macedonia;Import Quantity;16.0
Lebanon;Norway;Export Quantity;231.0
Lebanon;Norway;Import Quantity;30.0
Lebanon;Oman;Export Quantity;32966.0
Lebanon;Oman;Import Quantity;1202.0
Lebanon;Pakistan;Export Quantity;901.0
Lebanon;Pakistan;Import Quantity;2977.0
Lebanon;Palestine;Import Quantity;11.0
Lebanon;Panama;Export Quantity;238.0
Lebanon;Panama;Import Quantity;1.0
Lebanon;Papua New Guinea;Import Quantity;0.0
Lebanon;Paraguay;Export Quantity;225.0
Lebanon;Paraguay;Import Quantity;38176.0
Lebanon;Peru;Import Quantity;1718.0
Lebanon;Philippines;Export Quantity;3.0
Lebanon;Philippines;Import Quantity;3451.0
Lebanon;Poland;Export Quantity;0.0
Lebanon;Poland;Import Quantity;35496.0
Lebanon;Portugal;Export Quantity;5282.0
Lebanon;Portugal;Import Quantity;2273.0
Lebanon;Qatar;Export Quantity;36603.0
Lebanon;Republic of Korea;Export Quantity;2.0
Lebanon;Republic of Korea;Import Quantity;380.0
Lebanon;Republic of Moldova;Import Quantity;19756.0
Lebanon;Romania;Export Quantity;229.0
Lebanon;Romania;Import Quantity;89494.0
Lebanon;Russian Federation;Export Quantity;402.0
Lebanon;Russian Federation;Import Quantity;498783.0
Lebanon;Rwanda;Export Quantity;1.0
Lebanon;Rwanda;Import Quantity;0.0
Lebanon;Saint Kitts and Nevis;Import Quantity;0.0
Lebanon;San Marino;Import Quantity;12.0
Lebanon;Sao Tome and Principe;Export Quantity;90.0
Lebanon;Saudi Arabia;Export Quantity;80015.0
Lebanon;Saudi Arabia;Import Quantity;54796.0
